img_name,mos,comments
etvthy3j7y,5.87125396728516,i like the idea but the image is a bit too dark
ksukq57zc0,4.72936248779297,i like the idea but the colors are a little too much
qw5pe99vyi,5.74325037002564,i like the idea but the photo is a bit too much light
kbuzkfbkt3,5.54200124740601,i like the idea but the colors are a little too much
aizx2d30wx,3.84384560585022,i like the idea but the image is a bit too dark
lrg5bwg6gy,5.35083818435669,i love the colors and the light in this image very nice
rdr2u3ydqp,5.29700517654419,i like the idea but the image is a bit too much color
w51girlmk6,5.41523742675781,i love the lines and the black and white in this image very nice job
m6zqv6lfbh,5.60802698135376,great capture love the colors and the birds the birds are very nice
za64szhuh2,5.79674005508423,i like the colors and the clouds in this image very nice
3as2wkyhgv,5.302978515625,i like the movement in this photo very nice
ygla9gn9kh,4.45689964294434,i like the idea but the light is a bit too much
yzje6ozbti,6.10815238952637,i like the idea but the image is a bit too blurry
n6lexd2xfv,6.57584381103516,i like the idea but the image is a bit too much light
n1l21kkl0r,5.95245599746704,i like the lines and the grain in this image very nice
927j5yd1j3,5.23615598678589,i like the idea but the image is a bit too dark
6nlioybcvc,5.42523574829102,i like the colors and the blue in this photo very nice
g38jz7p6um,5.40752029418945,i like the idea but the colors are a little too much
o0rcmy68cz,6.43311452865601,i like the sepia tones in this photo very nice job
bzknz4h6k5,5.66459083557129,i like the idea but the image is a little too much color
hb6gvsg0p1,5.73571157455444,i like the colors but the image is a bit too much
pxx116kbok,6.64490842819214,i like the idea but the colors are a bit too much
08mfsoq6xp,5.06243467330933,i like the idea but the image is a bit too dark
sv4klx7ken,4.73175191879272,i like the idea but the image is a little too dark
35kk06sp3o,6.16921806335449,i like the grain and grain in this photo very nice
j8kceorgzc,5.69862747192383,i like the colors but the blue is a bit too much
8rmexqp057,5.48382520675659,i like the idea but the image is a bit too much color
vlylhlj8zp,5.87485504150391,i like the idea but the grain is a bit too much
0qwmqxsx2m,5.31624269485474,i like the idea but the image is a bit too much color
rj3h8aiv1g,5.38711023330689,i like the idea but the light is a little too much
8968mei8gb,5.36823463439941,i like the lines and the black in this photo very nice
s1oxn06sqb,6.57165670394897,i like the idea but the colors are a bit too much
y7kzva3937,5.22693061828613,i like the idea but the shadow is a little too much
vxb7ii1xkz,5.48921966552734,i like the idea but the red is a bit too much
cazxhqfpu9,4.92852878570557,i like the contrast between blue and blue in this image very nice
kkias6y2io,6.38121032714844,a reasonable use of hdr but not a very engaging photo in my opinion
o9567vf49z,4.67784643173218,i like the idea but the image is a bit too dark
axvrzebuqv,6.09367609024048,great capture love the motion blur in the wings
wc24cemffp,5.55062246322632,i like the <unk>
4a9zzcejzy,5.20378255844116,i like the idea but the grain is a bit too much
kt636fcsma,5.03958177566528,i like the idea but the image is a little too much contrast
ehc7nhczij,5.76566123962402,i like the colors but the image is a bit too much
79hoiz28sm,5.7095103263855,i like the idea but the image is a bit too dark
wh6nnd418j,7.07927703857422,i love the sepia tones in this image the sepia is very nice
207m1n9br5,5.72740936279297,i like the idea but the shadow is a bit too much
08jhspta3k,6.19858407974243,i like the idea but the light is a bit too dark
16ma4rvlog,5.05282640457153,i really like the contrast in this photo very nice
vsc2686ykq,5.85272169113159,i love the colors and the <unk>
dsqawnxqmd,5.0043888092041,i like the colors and the blue in this image very nice
m4u4spigwz,5.23238515853882,i like the idea but the colors are a little too much
9yfna125wu,5.97808456420898,i like the colors and the lines in this image very nice
hrdx2wutvk,6.71247482299805,i like the colors but the image is a little too much
a5l5ycew51,5.55294179916382,i like the softness and the soft colors in this image very nice
immz09twtd,5.5896143913269,i like the idea but the image is a bit too much light
xg21qxti79,4.99669218063355,i love the colors and the light in this image very nice
oiv0kdrv5u,6.88392639160156,great capture love the detail and color in the feathers very nice
5ycggfqhir,5.29515790939331,i like the idea but the image is a bit too dark
qpn9oosopl,6.08152008056641,a reasonable use of hdr but not a very engaging photo in my opinion
5y59jgfk6t,5.34510660171509,i like the idea but the colors are a little too much
ohzx5sfdcg,4.67099523544312,great photo colors are really nice great job
j2ko18cqks,5.68802976608276,great photo colors are really nice great job
fd0xa961rf,5.34405565261841,i like the colors in this image the colors are nice but the image seems a little flat to me it could be
gux7b9wvrt,6.64806985855103,great photo colors are really nice great job
n9s8emqlux,5.79061269760132,i love the colors and the green in this image very nice
g9w5gu2jci,4.7081356048584,great capture love the colors and the detail in the feathers very nice
0i0dp2yulv,5.81352424621582,great capture love the motion blur in this image very well done
n7j0ebnbtk,5.5284538269043,great photo colors are really nice great job
163apr6lr0,6.20762062072754,great photo colors are really nice great job
083f8yqpha,5.08751535415649,i like the colors but the photo is a bit too much
onzikaavie,6.65880441665649,a reasonable use of hdr but not a very engaging photo in my opinion
5i5b7j765u,5.7670693397522,i like the idea but the colors are a bit too much
llkii2okue,5.58885383605957,great macro love the detail and colors in this image very nice
robwfqg6ng,6.14984178543091,i like the idea but the image is a little too dark
1wrkxfhka1,5.60877084732056,i like the idea but the image is a little too much saturation
n6qz5ikysf,5.63658761978149,i like the clouds but the clouds are a little too dark
17yigvxusi,4.33669519424439,i love the colors and the model in this image very nice
zslgxkw17h,5.45085906982422,i like the colors but the image is a bit too much
y0azregezc,5.55041933059692,i like the colors in this photo in my opinion it looks a bit oversharpened but i do nt know how you did
ny5g7860me,6.09434747695923,i like the use of black and white in this photo very nice
xiy7rlmlgp,4.59781789779663,i like the colors and the blue in this image very nice
55zr1v4iym,5.05050659179688,i like the idea but the image is a bit too much color
c9alft9xio,5.69642686843872,i like the colors and the clouds but the image is a little too much noise in the clouds but the clouds are
1arkh1kasf,5.08125734329224,great photo colors are really nice great job
gxym8ftcyr,6.4140362739563,i like the idea but the image is a little too dark
728iwb12re,5.13770532608032,i like the idea but the blue is a bit too much
mb8nqg7k6f,5.52627563476563,i like the idea but the image is a little too dark
vmf1y5q59o,4.3514666557312,i like the idea but the bw is a bit too much
hkkqctrz7z,5.99458169937134,i love the colors and the colors in this image very nice
wg1bflt6vu,5.23019170761108,i like the idea but the image is a little too dark
vr3ry34ocd,5.02332639694214,i like the colors but the image is a bit too much
759k2avwia,5.65965414047241,i like the sepia tones and the sepia tone in this photo very nice
myiqt8s6pp,4.38633155822754,i like the colors and the light in this photo very nice
vzb8e80ypc,5.23974227905273,i like the colors but the image is a little too much
4k0a8shx6a,4.9660758972168,i like the colors in this photo and the image is very nice
ecw67so464,4.73999309539795,nice capture good detail and color
jf9vrccwqu,5.26111268997192,i like the selective desat in this photo very nice
k58am3ezjg,5.15073251724243,i like the idea but the image is a little too much light
2sib48mxue,4.66554737091064,i like the colors in this photo the photo is very nice
2nw40gpvfb,6.67057180404663,i like the use of selective desat in this photo very nice
gdo28enh0o,5.69536209106445,i like the idea but the colors are a bit too much
js64muvs3u,6.7711067199707,i like the idea but the colors are a little too much
p89d9q6v61,5.60102415084839,i like the colors and the motion blur in this image very nice
oe3iux78p3,5.15700006484985,i like the use of black and white in this photo very nice
0iyzaqo0hi,4.8101487159729,i like the use of black and white in this image very nice
k42yb1z5g4,4.68865346908569,i like the idea but the light is a little too much
83f0w43qxk,5.46637964248657,i like the idea but the photo is a bit too much color
0zeo2pwiau,5.53759717941284,i like the idea but the image is a bit too much neat image would have been improved with a little more contrast
incv26jzvu,5.57446050643921,i like the use of black and white in this photo very nice bw conversion
nwv6il1m2w,5.0490837097168,i like the idea but the image is a bit too much contrast
y5e5v81hg1,6.66696548461914,i like the idea but the image is a bit too much noise
omfc120djv,4.90895318984985,i like the idea but the colors are a little too much
4vfidjn87i,6.30325746536255,i like the idea but the blue is a little too much
k5xoxkc081,5.23565816879272,i like the idea but the image is a little too much light
kq3m8z94d3,5.30697679519653,i like the idea but the image is a bit too much color
tqfmdwk7za,6.52855825424194,great photo colors are really nice great job
eoh8yecgsm,6.28694295883179,i like the use of sepia tones in this image very nice
g5wgge3k0r,5.06794500350952,i like the idea but the image is a little too much color
xf5ctgilyv,5.25814390182495,i like the use of black and white in this photo very nice
d2hfo8mar1,5.65497064590454,i like the idea but the image is a bit too much saturation
stkk3qph2l,4.59174489974976,i like the colors in this image and the image is very nice
7bl0k8seuy,6.12533235549927,i like the idea but the light is a bit too much
100i23orms,6.26697111129761,i like the idea but the light is a bit too much
c7hpjidnls,5.99003076553345,i like the idea but the image is a little too much light
beeutqlj8g,5.92272520065308,i like the use of black and white in this image very nice
5eovgqjhjk,5.72484016418457,i like the idea but the red is a bit too dark
3kxm3mnvmf,4.69771432876587,i like the motion blur in this photo very nice
qxnlv6n2fb,6.00494527816772,i like the idea but the light is a bit too much
0xirouk5px,5.71849966049194,i like the black and white in this photo very nice
dzdvxpx96h,5.84786653518677,i like the lines and the grain in this image very nice
fpwn67d37e,6.17212533950806,a reasonable use of hdr but not a very engaging photo in my opinion
g0mjc81nvr,6.43271064758301,i like the colors and the blue in this image very nice
g3e0j81bsn,5.2869086265564,i like the idea but the image is a bit too much contrast
nslme7keoi,3.85453152656555,i like the black and white in this image very nice
ner2t8ksbc,5.40446424484253,i really like the lines and colors in this image very nice
41zbj0wfmh,5.97225141525269,great photo colors are really nice great job
2nh15imzrr,5.82434225082397,great capture love the colors and detail in this image very nice
ok65z3748d,5.63835000991821,i like the idea but the light is a bit too much
iyyajufj6x,6.06587362289429,i like the idea but the image is a bit too dark
fcc0qio1pb,5.57847595214844,i like the idea but the photo is a little too dark
m6vfhwm6ed,5.80433702468872,i like the idea but the image is a bit too much light
5ngzulaqos,5.50906372070313,i like the idea but the image is a bit too blurry
sx0wnrjmvr,5.04102039337158,i like the idea but the light is a little too dark
pxexjjp17r,5.24978590011597,i like the idea but the light is a little too much
4fq0l5mw1h,5.48194551467896,i like the idea but the image is a little too soft
zui13drfw6,5.05524492263794,i like the idea but the light is a bit too much
bploajssat,5.86187362670898,i like the idea but the light is a bit too dark
zn6ybetjn0,5.4713454246521,i like the idea but the image is a bit too dark
acattews57,5.87596893310547,i like the idea but the image is a bit too much contrast
1jouix9o91,4.71824407577515,i like the idea but the light is a bit too much
ssvhczw47n,4.37294340133667,i like the use of black and white in this image very nice
5oakdr07vz,6.94384241104126,i like the idea but the image is a bit too much light for my taste but i like the idea it is
y51t38qn81,5.15942335128784,i like the idea but the colors are a little too much
r7s0rcwxp7,4.6407527923584,great photo colors are really nice great job
e17clkaa9r,6.51096200942993,i like the idea but the image is a little too much color
gzgb3xea7g,5.93231248855591,i like the black and white in this photo in black and white conversion very nice
4n3je5n3b1,5.61343765258789,i like the idea but the shadow is a little too much
0pf1jfdasq,5.1397647857666,i like the idea but the image is a little too dark
cxsl5mcuec,4.3392448425293,i like the idea but the light is a bit too dark
m6x019pkr4,6.43155908584595,great photo colors are really nice great job
623p72yicy,6.24042844772339,i like the detail in this photo but the image is a little too soft
zryzxfxeb2,5.16758584976196,great photo colors are really nice great job
tp2ioe9ee6,5.36099243164063,great capture love the colors and the <unk>
5aick77bia,6.14318609237671,i like the use of black and white in this image very nice
vpzz6n4kx8,3.36326670646667,i like the idea but the image is a bit too dark
jrl02gpoh1,5.19305372238159,i like the idea but the image is a little too dark
l2ep2g1laa,6.04466819763184,great capture love the colors and detail in the feathers very nice
yhanw5nebi,5.67232465744019,great macro love the colors and the detail in this image very nice
152ikubdwx,5.71269035339356,i like the idea but the blur is a bit too much
qlr3cood40,5.59402847290039,i like the grain and the grain in this image very nice
eskouezh2t,6.09924125671387,i like the idea but the light is a bit too much
x74jg62dmn,4.80036592483521,i like how you captured the light in this image very nice
sc63xda57h,5.2269139289856,i like the idea but the colors are a little too much
jspzh26pjz,4.26498460769653,i m not sure if the green is a bit too much
xy4ufyq1bv,5.95314931869507,very nice i like the black and white in this photo good job
km09s0la4u,5.53305244445801,i like the idea but the image is a little too dark
o9nifqmslh,5.66775274276733,i like the idea but the light is a bit too dark
veop9stjtv,4.50527763366699,i like the idea but the photo is a bit too dark
mgl7bwqzif,5.35653257369995,i like the colors and the trees in this image very nice
fiqllk3ca1,3.67056918144226,i like the idea but the image is a bit too dark
i5dtb095y2,5.36384201049805,i like the colors and motion blur in this image very nice
2gtz61ln8o,5.47111368179321,i like the idea but the image is a bit too dark
x6iyhywpw2,4.58744859695435,i like the idea but the colors are a little too much
wkk6aicwaz,5.91888856887817,i like the grain in this image and the image is very nice
maf25ehvvt,4.85445690155029,i like the idea but the image is a bit too dark
qjk3sytiru,6.0786395072937,i like the idea but the image is a bit too much contrast
ls1j6lz3ka,6.149498462677,i like the idea but the image is a bit too much light
tlhjmrp2az,3.31247210502625,i like the colors but the image is a little too dark
8m0a8ocst8,7.02462768554688,i love the colors and the light in this image very nice
wrtax14zoj,4.96083784103394,i love the colors and the light in this photo very nice
90taiypsyt,4.71039819717407,very nice i love the colors and the reflections in this image very nice
gvrgicfras,5.46077966690064,i love the colors in this image the colors are very nice
zruv0qez4v,6.2849235534668,a reasonable use of hdr but not a very engaging photo in my opinion
092mfryetl,6.08516120910645,i like the colors and the light in this image very nice
0ddm1w5e5f,4.79688024520874,i like the idea but the image is a little too much contrast
cpmry1jvl5,5.93197822570801,i like the idea but the image is a bit too dark
4kftd9fktv,6.31557607650757,great capture love the black and white in this image very nice
fdcb8pjb0l,5.47835397720337,great capture love the bw conversion on this image very nice
hhcw66k4wb,5.51202726364136,great photo colors are really nice great job
os8r0h7f57,5.1284670829773,i like the texture and color in this image very nice
1aqhj46k1h,5.67168569564819,i like the colors and the light in this image very nice
k8f03a30bu,6.34253931045532,i like the idea but the grain is a bit too much
2j8ueorexf,4.76660346984863,i like the idea but the colors are a little too much
znpct9eyjv,5.82977867126465,i like the idea but the image is a little too much contrast
jzdo9ql37j,5.21344614028931,i like the sepia tones in this photo very nice
nscx9hj0gm,6.63092279434204,i love the colors and the light in this image very nice
h295pw311i,6.41587209701538,this is a very nice photo the blue is very nice
fu87cb4lxv,4.91020917892456,i love the colors and the clouds in this image very nice
pnzqxi0a2i,5.74097013473511,i like the idea but the light is a bit too much
8gp21gbe9g,5.06830549240112,i like the idea but the image is a bit too much contrast
c28hmbi87r,5.1007399559021,i like the idea but the white is a little too much
06qwkxqiqq,7.22736787796021,i like the idea but the light is a bit too much
f79cw9cmoq,5.62406587600708,i like the idea but the grain is a little too much
blns8sla2l,4.90634107589722,i like the idea but the colors are a little too much
0c44guyyro,4.57270240783691,i like the idea but the grain is a bit too much
0p7qswgl0j,5.75958776473999,i like the colors and the light in this photo very nice
zn2nlkqi9c,6.82140874862671,i like the idea but the light is a little too much
w3g4muj6yq,5.81561088562012,a reasonable use of hdr but not a very engaging photo in my opinion
hknnsv5weq,4.43442010879517,i like this photo but the image is a bit too much contrast for my taste i would like to see it in
u83xt95w6j,5.37755060195923,i like the idea but the colors are a bit too much
hrd0reu52j,5.9276270866394,i like the colors and the light in this photo very nice
89qihuryq8,6.58802270889282,i like the idea but the light is a little too much
f6gpt9t42w,6.17518377304077,i love the detail in this image very sharp and sharp great job
kqplkx7036,5.16679906845093,i like the idea but the image is a bit too dark
i9j9tiisff,7.25364065170288,i like the blur effect but the image is a little too much
w7cvhvtne5,6.24534177780151,i like the idea but the blue is a bit too much
maqcjsrix6,5.02428579330444,i like the idea but the red is a bit too much
bpqoro436z,5.50046157836914,i like the idea but the red is a little too much
158p7ha6ai,6.68020486831665,i like the use of light and dark in this image very nice
lokmji3kw2,6.99562501907349,i like the light in this photo the light is very nice
rharxh2rf4,5.79560852050781,i like the idea but the photo is a bit too much contrast
jz9ddbb07m,6.05974960327148,i like the idea but the bw is a little too much
0p1h6zr6sw,5.24390172958374,i like the idea but the light is a bit too dark
tp020ammd6,5.47262382507324,great photo colors are really nice great job
7f6v1yvmwx,6.05477142333984,i like the idea but the image is a bit too dark
18mx2tr2qs,5.0666446685791,great photo colors are really nice great job
swb97ppybp,6.38105773925781,i love the colors and the light in this image very nice
ytp5qxixi8,5.36569261550903,i like the idea but the light is a little too dark
s6hpphtf7y,4.74626636505127,i like the idea but the colors are a little too much
5csq6c6qmq,5.31663703918457,great macro love the colors and detail in the wings very nice
ec9eq7bw0q,6.70161962509155,i like the colors but the image is a bit too much
djvv2skak4,4.91008806228638,great photo colors are really nice great job
chs4o0qygx,5.74147653579712,great photo colors are really nice great job
b9yh6qkuc9,5.38095426559448,i like the idea but the grain is a bit too much
02cd852gj1,4.5785059928894,i like the idea but the image is a little too much light
olz93frnsw,5.59496641159058,i like the idea but the white is a little too much
58n7tofjls,6.17541885375977,i like the idea but the image is a bit too much light
7r1c1gajsd,6.2813606262207,i like the idea but the grain is a bit too much
doi08faxb2,5.62943601608276,great photo colors are really nice great job
3ui4t0w592,5.74344778060913,i like the detail and the texture in this image very nice
2yp3mm0pyq,5.81844520568848,i like the use of black and white in this image very nice
ko32u42t01,5.73754644393921,great photo colors are really nice great job
5yamonbe7k,6.22212362289429,i like the idea but the colors are a little too much
9r3kptndn1,5.49484491348267,i like the idea but the light is a bit too much
96dkct6vyr,5.23923015594482,great capture love the colors and the detail in this image very nice
5xdixgju7j,6.64607286453247,i like the use of black and white in this photo very nice
ybuo2iz8rx,6.11252403259277,i love the contrast and the bw in this image very nice
resyapse81,5.67112970352173,i love the sepia tone in this image very nice
mwldvzop25,5.34370565414429,i like the colors and the blue in this image very nice
pckdw8usb0,4.92159605026245,i like the idea but the blue is a little too much
acx7ivi83q,5.82535743713379,i love the lines and the light in this photo very nice
ehd1sdr45d,4.81933546066284,i like the colors but the blue is a little too much
2ij3b6wxo6,4.35772466659546,i like the idea but the image is a little too much color
lpbu4jboym,5.42356252670288,i like the idea but the photo is a bit too much contrast
w3jshr6i0k,4.86472702026367,i like the colors and the <unk>
8ofwlzz2wx,5.46372222900391,i like the idea but the image is a bit too dark
y3b4irucum,5.52405214309692,a reasonable use of hdr but not a very engaging photo in my opinion
mntmm3p0ms,4.97226905822754,very nice i like the use of color in this photo very nice
fo3wxlhgk7,5.25521993637085,i like the idea but the image is a little too much light on the bottom
fbmmk7lx5f,4.60645055770874,i like the idea but the image is a little too dark
s3pokgn9lw,4.6642107963562,i like the idea but the image is a little too dark
momf8rx31x,6.22338438034058,i like the use of black and white in this image very nice
dg8m2yeazl,4.73613739013672,i love the contrast and the black and white in this photo very nice
ngn1lz2t8n,5.70368814468384,i like the idea but the colors are a little too much
rs1zqszcw3,5.68554735183716,i like the idea but the photo is a bit too much color
rhzdepbtyq,5.07537889480591,i like the idea but the light is a bit too dark
0s5qgzbgke,5.94295692443848,i like the idea but the image is a little too dark
kqqbsmsh98,5.36727094650269,i like the idea but the grain is a bit too much
7g24b1w3gq,5.48621702194214,i like the idea but the image is a bit too much contrast
tudx3ns8qr,5.46963739395142,i like the idea but the image is a bit too much contrast
1jk8apbbng,6.07869005203247,i like the idea but the light is a bit too much
ke75iakke1,5.02388334274292,i like the colors and the <unk>
y6z2sxo48d,4.83833312988281,i like the idea but the image is a bit too much color
sfjrlonz39,5.39718770980835,i like the idea but the light is a little too much
qs4ojmbdjk,5.68829965591431,i like the colors and the clouds in this image very nice
xz7zdzw76a,5.85597610473633,i like the idea but the image is a little too much contrast
5kfhzraxo9,5.8581337928772,i like the idea but the image is a little too much contrast
jr1bn5big3,4.15974569320679,i like the idea but the image is a bit too much contrast for my taste
0zvwgy6y25,4.9415340423584,i like the idea but the blue is a little too much
121xl1jrq8,5.77320337295532,i like the idea but the shadow is a bit too much
bmqdml9p6k,6.95584917068481,i love the colors and the <unk>
xxt7qtshvz,6.3612174987793,great photo colors are really nice great job
5sdnd0f4to,5.32885551452637,i like the idea but the bw is a little too much
77yu5vtzg6,5.38216066360474,i like the colors and the light in this photo very nice
zwvs5m2k1d,5.19055032730103,i like the idea but the image is a little too much contrast
0r7vglpgox,5.27858304977417,i like the idea but the image is a little too dark
ijyqcxm8it,4.19985055923462,i like the idea but the image is a little too blurry
1j8vb1t7tt,5.70224761962891,i like the use of light and dark in this image very nice job
y9wumzsdum,5.12811136245728,i like the mood of this photo the sepia tone is very nice
liw82s53rw,6.08315324783325,i like the idea but the light is a bit too much
5xehxddew5,6.30919885635376,i like the idea but the photo is a bit too much contrast
t5w95oa2v1,5.30271005630493,i like the idea but the grain is a bit too much
67udnvqmea,5.8634033203125,i like the idea but the colors are a little too much
u669ts0mrj,4.59011507034302,i like the grain in this image the grain adds to the image very nice
nl1uxjep14,6.50915145874023,i like the grain in this photo but the image is a bit too much
6w5j3a05hc,6.18413162231445,i like the idea but the image is a bit too dark
r3paz3cgsb,5.4714469909668,i like the idea but the red is a bit too much
4kdsamxber,6.62770986557007,nice colors but the image is a bit too much
zgx3zq4k67,6.56156587600708,i like the colors and the <unk>
f37vc047xh,6.31552362442017,i like the idea but the colors are a little too much
znvwa48z9b,5.4416446685791,i like the idea but the exposure is a bit too much
q5w1ui0md7,5.78641653060913,i love the colors and the light in this image very nice
9tt1tv38ay,5.95885992050171,i love the colors and the light in this image very nice
h2gloz95ce,5.54629325866699,i like the idea but the shadow is a bit too dark
i4ypvyl8ss,5.98300790786743,i like the idea but the green is a little too much
pc4ugq3ncm,5.62661123275757,i like the colors and the light in this image very nice
bfdzgtrifz,5.44660425186157,i like the idea but the light is a bit too much
n3jr6dtx2h,5.48508882522583,i like the black and white in this image very nice
1y12ede65b,6.22541475296021,great capture love the colors and movement in this image very nice
esrps33n15,6.61140203475952,i like the idea but the image is a bit too much color
ebvdtaaaai,5.03310298919678,great capture love the colors and the detail in the feathers very nice
eechsdrapf,5.76105690002441,great photo colors are really nice great job
xpk08mmpdj,5.96992158889771,i like the lines and the light in this image very nice
vzqocjalse,6.83013200759888,i like the idea but the photo is a bit too much light
46nnuq7fik,4.9356689453125,i like the idea but the image is a bit too much color
4zs107smnc,5.88202142715454,i like the texture in this photo very nice
waqfmm13kx,6.41386604309082,i like the idea but the colors are a bit too much
c35y1u5kj5,6.62268686294556,great portrait love the black and white in this image very nice
gug2ez5go0,5.93647718429565,i like the idea but the image is a little too dark
djnc2qs89o,5.37714529037476,i like the lines and the light in this image very nice
cf5vxgcdvy,5.42310857772827,i like the idea but the colors are a little too much
m9g44dd1eb,4.96878957748413,a reasonable use of hdr but not a very engaging photo in my opinion
w8y70pjce8,5.4101939201355,i like the idea but the image is a little too soft
v4kqbgkxat,5.78762006759644,i like how the light trails in this image is very nice
mjtj4re91r,4.29033803939819,i like the idea but the photo is a bit too much color
waveobv9ln,6.16559219360352,i like the idea but the image is a little too much color
7p6pm0lqzi,6.10204315185547,i really like the sepia tones in this image very nice
1sqomxxqy2,4.27035045623779,i like the colors and the light in this image very nice
zjz8g1gtak,5.12850618362427,i like the colors and the motion blur in this image very nice
6sdqh5z8hc,4.59399843215942,i like the colors and the light in this image very nice
apqu5v8i1h,6.49321222305298,i like the use of grain in this image very nice
7nqma3df6z,6.49677419662476,i love the colors and the lines in this photo very nice
gwklf7p7t1,6.43875122070313,i like the idea but the light is a bit too much
7bqg5lj9gc,6.05695581436157,i love the colors and the mood in this image very nice
voii5pjbkq,4.94517087936401,i like the idea but the colors are a little too much
fl9gvr3n8z,4.38984155654907,i like the idea but the colors are a little too much
090ftw8n3f,5.72767496109009,i like the use of black and white in this image very nice
gut9fjngmk,5.74480104446411,i like the lines and the shadow in this image very nice
5acb87b18p,6.27432870864868,great capture love the colors and detail in this image very nice
d6fh97o8jt,6.37698745727539,very cute idea but the light is a little too much
etp8udv46f,5.34126996994019,i like the colors and the light in this photo very nice
umlktuhdbi,5.37489461898804,i like the sepia tones in this image very nice
ruzk4pie71,5.63334131240845,i like the texture and color in this photo very nice
qyuh3pg2ty,5.67646408081055,i like the colors and the light in this photo very nice
s3k0vu3t5p,5.57424020767212,i love the colors and the texture in this image very nice
hsitniymls,5.68623161315918,i love the colors and the texture in this image very nice
v8dfpw8sco,5.02784013748169,i like the texture in this photo but the image is a little too dark
9f6lkne24r,4.26545763015747,i like the colors and the colors in this photo very nice
lbdg6k5ttl,6.5187029838562,i like the idea but the light is a bit too much
2nesz1ubwi,5.01413774490356,i like the idea but the light is a bit too much
283hscpz08,5.59089803695679,i like the idea but the light is a bit too dark
oaq59527xc,5.80265617370606,i like the use of light and dark in this image very nice
ing6b5dp0l,5.91641473770142,i like the idea but the colors are a bit too much
z8eepc2d71,5.76782178878784,great capture love the colors and light in this image very nice
8xmhunwk7q,5.42257690429688,i like the colors and the selective desat in this photo very nice
gykp2qmg7o,5.93618774414063,i like the idea but the image is a bit too dark
5b1td1ai6h,6.20326614379883,very nice i love the colors and the light in this photo very nice
ffqj0rjsox,6.66769552230835,great capture love the motion blur in the wings great job
onsjfe89er,6.44584035873413,i love the texture and texture in this photo very nice
ua0ivh3h1c,5.35006713867188,i like the colors in this photo and the image is very nice
ybac92hw53,5.80967521667481,i like the idea but the photo is a little too much contrast
x902l4fpb5,4.83915710449219,i like the colors but the image is a little too much
z29nazl36i,5.96553182601929,i like the idea but the image is a little too much contrast
kewnppw2v0,6.25905609130859,great capture love the colors and movement in this image very nice
wlczht47zn,6.03740119934082,i like the sepia tone in this image very nice job
0n1me1l8fj,5.54290914535522,great photo colors are really nice great job
65237vyxdc,4.71739339828491,i like the idea but the grain is a little too much
1zagenqmlx,5.84344100952148,cute photo but the image is a little too much light on the faces
je8f4s5e0t,6.20543050765991,great capture love the colors and detail in this image very nice
tg4ejrpf59,4.49116945266724,i like the idea but the colors are a little too much
bqbgn831vc,6.19887971878052,i like the idea but the blue is a bit too much
nuy66s6gtt,5.27669858932495,i like the idea but the light is a bit too much
3yj08rm8z7,4.86589002609253,i love the colors and the texture in this photo very nice
c7n2d2u5ty,5.89576292037964,great photo colors are really nice great job
f7u6blxx5y,5.34567022323608,i like the idea but the image is a bit too dark
p8coqr3u8z,5.6906590461731,i love the colors and the light in this image very nice
0otbmqnsmv,5.59979104995728,nice capture love the colors and the detail in the feathers very nice
4kp7869r2k,4.71851062774658,i like the idea but the image is a bit too much contrast
mr4yitro45,6.40932893753052,i like the idea but the light is a bit too dark
2egq8p86w3,5.0678448677063,great capture love the colors and detail in this image very nice
z4ceg7p8a4,6.09794998168945,very nice portrait i like the bw conversion a lot
9rkce74akf,6.14681243896484,i like the idea but the light is a bit too much
tgsay8wsnb,5.76314544677734,great photo colors are really nice great job
mtsedmwn6r,5.76801109313965,i like the colors and the light in this image very nice
iuvazhk4jb,4.96943473815918,i like the idea but the light is a bit too much
08r3l45tfc,6.10114288330078,i like the idea but the image is a bit too much contrast
e4k5fagky9,4.25617265701294,i like the idea but the image is a bit too much contrast
xk7xz7t74o,6.10493612289429,i like the idea but the image is a bit too much contrast
ba1o6kj2us,4.40942049026489,i like the colors in this photo and the image is a little too much
ea1fdyn0d1,6.18684196472168,great action capture love the motion blur in this image
88j5p2rta5,6.8695969581604,great detail and colors i love the colors in this image very nice
t0338yve1l,6.29053926467896,i like the idea but the light is a bit too much
13x6jis53i,6.09185743331909,i like the idea but the image is a little too much light
cmgjex2f6w,5.43302965164185,i like the idea but the shadow is a bit too dark
qy9lmjkpq6,5.88252830505371,i like the idea but the blue is a bit too much
9zberh48u9,3.94998621940613,i like the idea but the red is a little too much
3agg3hr6jz,4.5339617729187,i like the idea but the grain is a bit too much
t202svdpzt,5.9952712059021,i like the idea but the blue is a little too much
ys622ix51f,5.68864250183106,i like the idea but the colors are a little too much
7dmopvnf8m,4.36907052993774,i like the idea but the selective desat is a little too much
r8k4d11kep,6.4546012878418,great photo colors are really nice great job
depzopabsi,6.0966911315918,great photo colors are really nice great job
0z91z4fo6f,5.24972009658814,i like the selective desat in this photo very nice
ntgzj92e2b,6.47839307785034,i like the idea but the blue is a bit too much
uko2ho8xlk,5.96984148025513,great photo colors are really nice great job
h58jsepc3j,5.99459314346314,i like the colors and the light in this image very nice
tl094nn2zv,5.22142648696899,very nice portrait nice bw conversion
v6iik2l3fa,5.02066278457642,i like the use of black and white in this image very nice
r05lztfn5w,5.63273000717163,this is a cute picture but the image is a little blurry
